epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,352.844,0.22095,0.79459,0.94187,0.85232,0.93909,0.96255,0.95472,0.35127,0.81983,0.16382,0.000555238,0.000555238,0.000555238
