epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,276.708,0.32627,1.01713,0.9756,0.86225,0.93744,0.98222,0.97801,0.22121,0.7277,0.74945,0.000555238,0.000555238,0.000555238
