epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,279.455,0.28747,0.99248,0.96714,0.97045,0.95733,0.97956,0.97952,0.16721,0.94097,1.0681,0.000555096,0.000555096,0.000555096
