epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,274.545,0.28427,0.95191,0.96346,0.98817,0.9818,0.99495,0.98833,0.24362,0.79494,0.90893,0.000555238,0.000555238,0.000555238
